Timestamp,Level,Label,Storm_id,Latitude,Longitud,img_U,img_V,img_T,img_QV,img_OMEGA,img_PL,img_CLOUD,img_QI,img_QL,pres_U_mean,pres_V_mean,pres_T_mean,pres_QV_mean,pres_OMEGA_mean,pres_PL_mean,pres_CLOUD_mean,pres_QI_mean,pres_QL_mean
2020-10-04 00:00:00,72.0,hurricane,Hurricane_Delta,,,images/Hurricane_Delta/pres/U/Hurricane_Delta_pres_U_lev0_20201004.png,images/Hurricane_Delta/pres/V/Hurricane_Delta_pres_V_lev0_20201004.png,images/Hurricane_Delta/pres/T/Hurricane_Delta_pres_T_lev0_20201004.png,images/Hurricane_Delta/pres/QV/Hurricane_Delta_pres_QV_lev0_20201004.png,images/Hurricane_Delta/pres/OMEGA/Hurricane_Delta_pres_OMEGA_lev0_20201004.png,images/Hurricane_Delta/pres/PL/Hurricane_Delta_pres_PL_lev0_20201004.png,images/Hurricane_Delta/pres/CLOUD/Hurricane_Delta_pres_CLOUD_lev0_20201004.png,images/Hurricane_Delta/pres/QI/Hurricane_Delta_pres_QI_lev0_20201004.png,images/Hurricane_Delta/pres/QL/Hurricane_Delta_pres_QL_lev0_20201004.png,-0.2538738548755646,0.4468115568161011,278.998046875,0.0073068588972091675,0.025200964882969856,95890.8046875,0.06839271634817123,1.0171925879376431e-07,5.454146048577968e-06
2020-10-04 00:00:00,71.0,hurricane,Hurricane_Delta,,,images/Hurricane_Delta/pres/U/Hurricane_Delta_pres_U_lev1_20201004.png,images/Hurricane_Delta/pres/V/Hurricane_Delta_pres_V_lev1_20201004.png,images/Hurricane_Delta/pres/T/Hurricane_Delta_pres_T_lev1_20201004.png,images/Hurricane_Delta/pres/QV/Hurricane_Delta_pres_QV_lev1_20201004.png,images/Hurricane_Delta/pres/OMEGA/Hurricane_Delta_pres_OMEGA_lev1_20201004.png,images/Hurricane_Delta/pres/PL/Hurricane_Delta_pres_PL_lev1_20201004.png,images/Hurricane_Delta/pres/CLOUD/Hurricane_Delta_pres_CLOUD_lev1_20201004.png,images/Hurricane_Delta/pres/QI/Hurricane_Delta_pres_QI_lev1_20201004.png,images/Hurricane_Delta/pres/QL/Hurricane_Delta_pres_QL_lev1_20201004.png,-0.2546921968460083,0.427257239818573,279.224365234375,0.007109212689101696,0.014484602026641369,94452.7265625,0.07913634181022644,9.698015901449253e-08,7.485396963602398e-06
2020-10-04 00:00:00,68.0,hurricane,Hurricane_Delta,,,images/Hurricane_Delta/pres/U/Hurricane_Delta_pres_U_lev2_20201004.png,images/Hurricane_Delta/pres/V/Hurricane_Delta_pres_V_lev2_20201004.png,images/Hurricane_Delta/pres/T/Hurricane_Delta_pres_T_lev2_20201004.png,images/Hurricane_Delta/pres/QV/Hurricane_Delta_pres_QV_lev2_20201004.png,images/Hurricane_Delta/pres/OMEGA/Hurricane_Delta_pres_OMEGA_lev2_20201004.png,images/Hurricane_Delta/pres/PL/Hurricane_Delta_pres_PL_lev2_20201004.png,images/Hurricane_Delta/pres/CLOUD/Hurricane_Delta_pres_CLOUD_lev2_20201004.png,images/Hurricane_Delta/pres/QI/Hurricane_Delta_pres_QI_lev2_20201004.png,images/Hurricane_Delta/pres/QL/Hurricane_Delta_pres_QL_lev2_20201004.png,0.24937011301517487,0.2937104105949402,277.4442443847656,0.006589929573237896,-0.001759814447723329,90171.1640625,0.12497073411941528,2.1378649250891613e-07,1.6355415937141515e-05
2020-10-04 00:00:00,63.0,hurricane,Hurricane_Delta,,,images/Hurricane_Delta/pres/U/Hurricane_Delta_pres_U_lev3_20201004.png,images/Hurricane_Delta/pres/V/Hurricane_Delta_pres_V_lev3_20201004.png,images/Hurricane_Delta/pres/T/Hurricane_Delta_pres_T_lev3_20201004.png,images/Hurricane_Delta/pres/QV/Hurricane_Delta_pres_QV_lev3_20201004.png,images/Hurricane_Delta/pres/OMEGA/Hurricane_Delta_pres_OMEGA_lev3_20201004.png,images/Hurricane_Delta/pres/PL/Hurricane_Delta_pres_PL_lev3_20201004.png,images/Hurricane_Delta/pres/CLOUD/Hurricane_Delta_pres_CLOUD_lev3_20201004.png,images/Hurricane_Delta/pres/QI/Hurricane_Delta_pres_QI_lev3_20201004.png,images/Hurricane_Delta/pres/QL/Hurricane_Delta_pres_QL_lev3_20201004.png,0.9356356859207153,0.1894979327917099,274.6467590332031,0.00510199461132288,-0.0020656175911426544,83033.359375,0.1021319106221199,4.5728134523415065e-07,3.558433672878891e-05
2020-10-04 00:00:00,56.0,hurricane,Hurricane_Delta,,,images/Hurricane_Delta/pres/U/Hurricane_Delta_pres_U_lev4_20201004.png,images/Hurricane_Delta/pres/V/Hurricane_Delta_pres_V_lev4_20201004.png,images/Hurricane_Delta/pres/T/Hurricane_Delta_pres_T_lev4_20201004.png,images/Hurricane_Delta/pres/QV/Hurricane_Delta_pres_QV_lev4_20201004.png,images/Hurricane_Delta/pres/OMEGA/Hurricane_Delta_pres_OMEGA_lev4_20201004.png,images/Hurricane_Delta/pres/PL/Hurricane_Delta_pres_PL_lev4_20201004.png,images/Hurricane_Delta/pres/CLOUD/Hurricane_Delta_pres_CLOUD_lev4_20201004.png,images/Hurricane_Delta/pres/QI/Hurricane_Delta_pres_QI_lev4_20201004.png,images/Hurricane_Delta/pres/QL/Hurricane_Delta_pres_QL_lev4_20201004.png,2.744133472442627,-0.042487405240535736,268.5289001464844,0.0027661798521876335,0.0006240533548407257,69224.515625,0.05697895213961601,5.20187256825011e-07,6.4918858697637916e-06
2020-10-04 00:00:00,53.0,hurricane,Hurricane_Delta,,,images/Hurricane_Delta/pres/U/Hurricane_Delta_pres_U_lev5_20201004.png,images/Hurricane_Delta/pres/V/Hurricane_Delta_pres_V_lev5_20201004.png,images/Hurricane_Delta/pres/T/Hurricane_Delta_pres_T_lev5_20201004.png,images/Hurricane_Delta/pres/QV/Hurricane_Delta_pres_QV_lev5_20201004.png,images/Hurricane_Delta/pres/OMEGA/Hurricane_Delta_pres_OMEGA_lev5_20201004.png,images/Hurricane_Delta/pres/PL/Hurricane_Delta_pres_PL_lev5_20201004.png,images/Hurricane_Delta/pres/CLOUD/Hurricane_Delta_pres_CLOUD_lev5_20201004.png,images/Hurricane_Delta/pres/QI/Hurricane_Delta_pres_QI_lev5_20201004.png,images/Hurricane_Delta/pres/QL/Hurricane_Delta_pres_QL_lev5_20201004.png,3.996777296066284,0.019898809492588043,262.6680603027344,0.0018394350772723556,0.0009960558963939548,60287.015625,0.07274740934371948,7.912927344477794e-07,5.635939487547148e-06
2020-10-04 00:00:00,51.0,hurricane,Hurricane_Delta,,,images/Hurricane_Delta/pres/U/Hurricane_Delta_pres_U_lev6_20201004.png,images/Hurricane_Delta/pres/V/Hurricane_Delta_pres_V_lev6_20201004.png,images/Hurricane_Delta/pres/T/Hurricane_Delta_pres_T_lev6_20201004.png,images/Hurricane_Delta/pres/QV/Hurricane_Delta_pres_QV_lev6_20201004.png,images/Hurricane_Delta/pres/OMEGA/Hurricane_Delta_pres_OMEGA_lev6_20201004.png,images/Hurricane_Delta/pres/PL/Hurricane_Delta_pres_PL_lev6_20201004.png,images/Hurricane_Delta/pres/CLOUD/Hurricane_Delta_pres_CLOUD_lev6_20201004.png,images/Hurricane_Delta/pres/QI/Hurricane_Delta_pres_QI_lev6_20201004.png,images/Hurricane_Delta/pres/QL/Hurricane_Delta_pres_QL_lev6_20201004.png,5.113723278045654,0.007319530006498098,256.9745788574219,0.001219500438310206,0.0008804908720776439,53128.9765625,0.08637072145938873,1.3819715150020784e-06,5.4160473155207e-06
2020-10-04 00:00:00,48.0,hurricane,Hurricane_Delta,,,images/Hurricane_Delta/pres/U/Hurricane_Delta_pres_U_lev7_20201004.png,images/Hurricane_Delta/pres/V/Hurricane_Delta_pres_V_lev7_20201004.png,images/Hurricane_Delta/pres/T/Hurricane_Delta_pres_T_lev7_20201004.png,images/Hurricane_Delta/pres/QV/Hurricane_Delta_pres_QV_lev7_20201004.png,images/Hurricane_Delta/pres/OMEGA/Hurricane_Delta_pres_OMEGA_lev7_20201004.png,images/Hurricane_Delta/pres/PL/Hurricane_Delta_pres_PL_lev7_20201004.png,images/Hurricane_Delta/pres/CLOUD/Hurricane_Delta_pres_CLOUD_lev7_20201004.png,images/Hurricane_Delta/pres/QI/Hurricane_Delta_pres_QI_lev7_20201004.png,images/Hurricane_Delta/pres/QL/Hurricane_Delta_pres_QL_lev7_20201004.png,6.9163079261779785,-0.008356507867574692,246.35110473632812,0.0005966082098893821,0.0008703854400664568,42368.375,0.1131165623664856,2.6307645839551697e-06,4.510590770223644e-06
2020-10-04 00:00:00,45.0,hurricane,Hurricane_Delta,,,images/Hurricane_Delta/pres/U/Hurricane_Delta_pres_U_lev8_20201004.png,images/Hurricane_Delta/pres/V/Hurricane_Delta_pres_V_lev8_20201004.png,images/Hurricane_Delta/pres/T/Hurricane_Delta_pres_T_lev8_20201004.png,images/Hurricane_Delta/pres/QV/Hurricane_Delta_pres_QV_lev8_20201004.png,images/Hurricane_Delta/pres/OMEGA/Hurricane_Delta_pres_OMEGA_lev8_20201004.png,images/Hurricane_Delta/pres/PL/Hurricane_Delta_pres_PL_lev8_20201004.png,images/Hurricane_Delta/pres/CLOUD/Hurricane_Delta_pres_CLOUD_lev8_20201004.png,images/Hurricane_Delta/pres/QI/Hurricane_Delta_pres_QI_lev8_20201004.png,images/Hurricane_Delta/pres/QL/Hurricane_Delta_pres_QL_lev8_20201004.png,9.830042839050293,0.018558211624622345,231.35433959960938,0.0001975334744201973,8.474580681649968e-05,30979.068359375,0.1769094169139862,8.054998033912852e-06,2.9325688046810683e-06
2020-10-04 00:00:00,44.0,hurricane,Hurricane_Delta,,,images/Hurricane_Delta/pres/U/Hurricane_Delta_pres_U_lev9_20201004.png,images/Hurricane_Delta/pres/V/Hurricane_Delta_pres_V_lev9_20201004.png,images/Hurricane_Delta/pres/T/Hurricane_Delta_pres_T_lev9_20201004.png,images/Hurricane_Delta/pres/QV/Hurricane_Delta_pres_QV_lev9_20201004.png,images/Hurricane_Delta/pres/OMEGA/Hurricane_Delta_pres_OMEGA_lev9_20201004.png,images/Hurricane_Delta/pres/PL/Hurricane_Delta_pres_PL_lev9_20201004.png,images/Hurricane_Delta/pres/CLOUD/Hurricane_Delta_pres_CLOUD_lev9_20201004.png,images/Hurricane_Delta/pres/QI/Hurricane_Delta_pres_QI_lev9_20201004.png,images/Hurricane_Delta/pres/QL/Hurricane_Delta_pres_QL_lev9_20201004.png,11.254591941833496,-0.06205083057284355,224.48118591308594,0.00010372047836426646,-0.0002671628026291728,26492.6640625,0.2108209878206253,9.684193173598032e-06,9.163803724732134e-07
